dialogue,timestamp,case,cvid,instrument,action,tissue
"just be careful, you're on the verge of tear, if not already torn; this is your neurovascular bundle",10:32:51,1,c1_s0_1-55-26.avi,[NONE],[NONE],[neurovascular bundle]
you should have quite a bit of finess when you're on this step,10:33:02,1,c1_s0_1-55-37.avi,[NONE],[NONE],[NONE]
"okay, clear it up a little bit on the medial aspect",10:33:16,1,c1_s0_1-55-51.avi,[NONE],[clear up],[NONE]
"clip there, yeah that's fine",10:33:24,1,c1_s0_1-55-59.avi,[NONE],[clip],[NONE]
"yeah, you can",10:34:25,1,c1_s0_1-57-0.avi,[NONE],[NONE],[NONE]
"and open up, that lateral thing can be opened up, and you can actually buzz that little thing here",10:34:35,1,c1_s0_1-57-10.avi,[NONE],"[open up, buzz]",[lateral structure]
take that first,10:34:40,1,c1_s0_1-57-15.avi,[NONE],[take first],[NONE]
"yeah, you actually have an open... I don't know if you can see it.. there's an open sinus there, so if you can put a clip that will encompass...",10:34:53,1,c1_s0_1-57-28.avi,[NONE],[put],[NONE]
yeah,10:35:00,1,c1_s0_1-57-35.avi,[NONE],[NONE],[NONE]
"watch your scissors, you're in his way",10:35:15,1,c1_s0_1-57-50.avi,[NONE],"[watch, move]",[NONE]
okay,10:35:37,1,c1_s0_1-58-12.avi,[NONE],[NONE],[NONE]
"sure, we're going to have to sow it anyway",10:35:44,1,c1_s0_1-58-19.avi,[NONE],[sow it],[NONE]
go,10:35:48,1,c1_s0_1-58-23.avi,[NONE],[go],[NONE]
on the other side of it,10:35:51,1,c1_s0_1-58-26.avi,[NONE],[NONE],[NONE]
yeah,10:35:54,1,c1_s0_1-58-29.avi,[NONE],[NONE],[NONE]
"you can, yeah",10:35:59,1,c1_s0_1-58-34.avi,"[needle driver, right hand, DVC stitch]",[NONE],[NONE]
"so your grabs are way too aggressive, so aggressive, my guy... cringeworthy",10:36:05,1,c1_s0_1-58-40.avi,[NONE],[NONE],[NONE]
just the magnitude for which you're grabbing is way too... this is the most delicate part of the operation,10:36:25,1,c1_s0_1-59-0.avi,[NONE],[NONE],[NONE]
"so no good here, so no good here",10:37:02,1,c1_s0_1-59-37.avi,[NONE],[NONE],[NONE]
"hold on, what are you doing?",10:37:04,1,c1_s0_1-59-39.avi,[NONE],[hold on],[NONE]
"yeah, but...",10:37:09,1,c1_s0_1-59-44.avi,[NONE],[NONE],[NONE]
uh-huh,10:37:13,1,c1_s0_1-59-48.avi,[NONE],[NONE],[NONE]
"okay, but your retraction's totally insufficient for that",10:37:14,1,c1_s0_1-59-49.avi,[NONE],[NONE],[NONE]
"alright, I think you are almost done there",10:37:45,1,c1_s0_2-0-20.avi,[bipolar],[NONE],[NONE]
so you can take that piece there probably... just cut that,10:37:48,1,c1_s0_2-0-23.avi,[bipolar],[cut],[NONE]
the lateral... lateral stuff... lateral,10:37:53,1,c1_s0_2-0-28.avi,[NONE],[NONE],[lateral structure]
yeah,10:37:56,1,c1_s0_2-0-31.avi,[NONE],[NONE],[NONE]
sure,10:38:03,1,c1_s0_2-0-38.avi,[NONE],[NONE],[NONE]
this guy is not sexually active,10:38:05,1,c1_s0_2-0-40.avi,[NONE],[NONE],[NONE]
"okay, I think you're done here, and then I would go anterior and then come back",10:38:07,1,c1_s0_2-0-42.avi,[NONE],"[go anterior, come back]",[anterior structure]
take your lateral stuff,10:38:17,1,c1_s0_2-0-52.avi,[NONE],[take],[lateral structure]
"the endopelvic... yeah, the distal aspect of it",10:38:22,1,c1_s0_2-0-57.avi,[NONE],[NONE],[NONE]
mhm,10:38:53,1,c1_s0_2-1-28.avi,[NONE],[NONE],[NONE]
"yeah, you can take all of that down",10:38:59,1,c1_s0_2-1-34.avi,[NONE],[take down],[NONE]
do you have any retraction on the prostate?,10:39:07,1,c1_s0_2-1-42.avi,[clip],[NONE],[prostate]
"generally, I go just a little more distal for all of this",10:40:00,1,c1_s0_2-2-35.avi,[NONE],[NONE],[NONE]
"yeah, that's fine... don't worry about all of that, just worry about the anterior stuff right now",10:40:14,1,c1_s0_2-2-49.avi,[clip],[worry],[NONE]
"okay, I think you're ready... let's go",10:40:20,1,c1_s0_2-2-55.avi,"[clip, electrocautery]",[NONE],[NONE]
"yes, just cold cut... a little more distal... distal...",10:40:32,1,c1_s0_2-3-7.avi,[NONE],"[cold cut, cut more distal]",[NONE]
"there, there... go",10:40:35,1,c1_s0_2-3-10.avi,[NONE],[go],[NONE]
"so your cuts should be down, directly down",10:41:23,1,c1_s0_2-3-58.avi,[NONE],[NONE],[NONE]
"keep going, keep going",10:41:30,1,c1_s0_2-4-5.avi,[NONE],[keep going],[NONE]
"mhm... so you... yeah, keep going",10:41:50,1,c1_s0_2-4-25.avi,[NONE],[keep going],[NONE]
"cut that all the way first, cut that all the way down... yeah, and then burn it, because you're barely cross it",10:41:56,1,c1_s0_2-4-31.avi,[NONE],"[cut, burn]",[NONE]
buzz that... buzz that vessel... thicker vessel,10:42:18,1,c1_s0_2-4-53.avi,[NONE],[buzz],"[vessel, thicker vessel]"
"okay, keep going, keep going",10:42:26,1,c1_s0_2-5-1.avi,[NONE],[keep going],[NONE]
burn that vessel,10:44:06,1,c1_s0_2-6-41.avi,[retractor],[burn],[vessel]
"there's a few open vessels... yeah, just burn those",10:44:10,1,c1_s0_2-6-45.avi,[NONE],[burn],[vessels]
you have a little ways to go,10:44:27,1,c1_s0_2-7-2.avi,[NONE],[NONE],[NONE]
"just if anything, you can err on the lateral sides, right?",10:44:30,1,c1_s0_2-7-5.avi,[NONE],[err on the lateral sides],[NONE]
"you can take the lateral stuff down, because your urethra is not going to be there... as long as you have a good sense of where the midline is",10:44:35,1,c1_s0_2-7-10.avi,[NONE],[take down],"[lateral structure, urethra, midline]"
"so you still have this white fiber stuff, you know you can take that down",10:44:44,1,c1_s0_2-7-19.avi,[NONE],[take down],[NONE]
probably after that you are going to get to the prostate... uh the urethra,10:44:50,1,c1_s0_2-7-25.avi,[NONE],[get],"[prostate, urethra]"
"okay, lateral stuff take it down, lateral stuff safe",10:44:58,1,c1_s0_2-7-33.avi,[NONE],[take down],"[lateral structure, lateral structure]"
"uh-huh, keep going",10:45:02,1,c1_s0_2-7-37.avi,[NONE],[keep going],[NONE]
"okay, the other thing you can do is... let me show you",10:45:18,1,c1_s0_2-7-53.avi,[NONE],[NONE],[NONE]
"so don't worry about the posterior stuff, get the anterior stuff off first... take it down to the urethra",10:46:51,1,c1_s0_2-9-26.avi,[NONE],"[get off first, take down]","[posterior structure, anterior structure, urethra]"
mhm,10:47:07,1,c1_s0_2-9-42.avi,[clip],[NONE],[NONE]
buzz that thing that's bleeding,10:47:18,1,c1_s0_2-9-53.avi,[NONE],[buzz],[NONE]
okay good,10:47:22,1,c1_s0_2-9-57.avi,[scissors],[NONE],[NONE]
yup,10:47:25,1,c1_s0_2-10-0.avi,[NONE],[NONE],[NONE]
yeah,10:47:29,1,c1_s0_2-10-4.avi,[NONE],[NONE],[NONE]
that's pretty good there,10:47:44,1,c1_s0_2-10-19.avi,[NONE],[NONE],[NONE]
that's pretty good,10:47:52,1,c1_s0_2-10-27.avi,[NONE],[NONE],[NONE]
that's enough actually,10:47:55,1,c1_s0_2-10-30.avi,[NONE],[NONE],[NONE]
"okay, so now let's get needle driver in the right hand... have you done this before? the DVC stitch?",10:47:57,1,c1_s0_2-10-32.avi,[NONE],"[get, have]",[NONE]
"so make sure you start... you're going to go from right to left, make sure you go as laterally as you need to so you don't miss the most lateral extents of the sinus",10:48:08,1,c1_s0_2-10-43.avi,[graspers],"[start, go from right to left, go as laterally as you need to]",[NONE]
mhm,10:48:48,1,c1_s0_2-11-23.avi,[NONE],[NONE],[NONE]
so I would throw one more and then do a perineal,10:48:54,1,c1_s0_2-11-29.avi,[NONE],"[throw, do]",[NONE]
"and then do a perineal pressure, make sure there's no open sinuses lateral to where you started",10:49:01,1,c1_s0_2-11-36.avi,[NONE],"[do, make sure]",[NONE]
if you can not exert so much pressure towards you... you're tenting up the tissue towards you... just don't pull back,10:49:30,1,c1_s0_2-12-5.avi,[NONE],"[exert less pressure, don't pull back]",[tissue]
"so now come in a little bit, yeah",10:49:39,1,c1_s0_2-12-14.avi,[NONE],[come in a little bit],[NONE]
"you got to see it though, you're so far away",10:49:41,1,c1_s0_2-12-16.avi,[NONE],[NONE],[NONE]
"okay, it looks good... despite looking at it from a mile away",10:49:43,1,c1_s0_2-12-18.avi,[NONE],[NONE],[NONE]
that's good,10:49:49,1,c1_s0_2-12-24.avi,[NONE],[NONE],[NONE]
"keep going, keep going... let's go, let's go",10:49:59,1,c1_s0_2-12-34.avi,[NONE],"[keep going, keep going]",[NONE]
"okay, let's test one more time... uh perineal pressure",10:51:51,1,c1_s0_2-14-26.avi,[NONE],"[test one more time, apply perineal pressure]",[NONE]
let's see... looks pretty good,10:51:56,1,c1_s0_2-14-31.avi,[NONE],[NONE],[NONE]
"okay fine, yeah, it's your last stitch",10:52:00,1,c1_s0_2-14-35.avi,[stitch],[NONE],[NONE]
"okay, you can get your scissors back and you can cut that",10:52:16,1,c1_s0_2-14-51.avi,[scissors],"[get, cut]",[NONE]
"yeah that doesn't work, get your scissors back",10:52:21,1,c1_s0_2-14-56.avi,[scissors],[get back],[NONE]
"so now, remember the oblique checks?",10:52:53,1,c1_s0_2-15-28.avi,[NONE],[NONE],[NONE]
"so even more... I would grab it... yeah, right there is good... so you see where you need to go",10:53:05,1,c1_s0_2-15-40.avi,[NONE],[grab],[NONE]
just make sure you stay closer to the prostate,10:53:16,1,c1_s0_2-15-51.avi,[NONE],[stay closer],[prostate]
"yeah, that's fine",10:53:19,1,c1_s0_2-15-54.avi,[NONE],[NONE],[NONE]
"hold on, hold on, hold on... you're not done there, you're not done there",10:53:34,1,c1_s0_2-16-9.avi,[NONE],[hold on],[NONE]
"so what I woud do... hold on, so stop... so what I would do, not what you just did",10:53:44,1,c1_s0_2-16-19.avi,[NONE],[stop],[NONE]
"so again, the key is to find the posterior plane, extend it to the urethra",10:54:52,1,c1_s0_2-17-27.avi,[NONE],"[find, extend]","[posterior plane, urethra]"
"that's pretty awkward... so I don't do that, so I think other folks do it",10:55:24,1,c1_s0_2-17-59.avi,[NONE],[NONE],[NONE]
"yeah, just do that... keep your...",10:55:28,1,c1_s0_2-18-3.avi,[NONE],[NONE],[NONE]
and then this hand... hey can I show you here?,10:55:33,1,c1_s0_2-18-8.avi,[NONE],[NONE],[NONE]
"mhm good, I like that",10:56:20,1,c1_s0_2-18-55.avi,[NONE],[NONE],[NONE]
"you just have to get to the extent... uh don't go there, don't go there, don't go there",10:56:33,1,c1_s0_2-19-8.avi,[NONE],"[get, don't go]",[NONE]
"that's good enough, you see how... you want to preserve the tissue around urethra, that's your continence... the whole complex is continence",10:56:37,1,c1_s0_2-19-12.avi,[NONE],[preserve the tissue around],"[tissue around urethra, urethra]"
"okay, let go of that left hand... or fourth arm",10:56:48,1,c1_s0_2-19-23.avi,"[left hand, 4th arm]",[let go],[NONE]
yeah... uh-huh,10:57:26,1,c1_s0_2-20-1.avi,[NONE],[NONE],[NONE]
"more retraction, please... on the prostate side... just tap and pull",10:57:30,1,c1_s0_2-20-5.avi,[retractor],"[tap, pull]",[prostate]
good,10:57:35,1,c1_s0_2-20-10.avi,[NONE],[NONE],[NONE]
"clear out the lateral stuff, that little web",10:57:37,1,c1_s0_2-20-12.avi,[NONE],[clear out],"[lateral structure, web]"
"uh-huh, that could just get it",10:57:39,1,c1_s0_2-20-14.avi,[NONE],[NONE],[NONE]
don't cut in a hole,10:57:56,1,c1_s0_2-20-31.avi,[NONE],[don't cut],[NONE]
a little gentle stretch more than you have,10:58:06,1,c1_s0_2-20-41.avi,[NONE],[NONE],[NONE]
keep going,10:58:11,1,c1_s0_2-20-46.avi,[NONE],[keep going],[NONE]
take the side first... the lateral... that thing... uh-huh take that first,10:58:42,1,c1_s0_2-21-17.avi,[NONE],[take],[NONE]
"that's not...  okay... fine, good... yeah, you're good",10:58:49,1,c1_s0_2-21-24.avi,[NONE],[NONE],[NONE]
"stay in one plane, you're kind of... zig-zaggy",10:58:55,1,c1_s0_2-21-30.avi,[NONE],[stay],[NONE]
"yeah, maybe less... just a little bit less of that pull... you just want to see that resistance",11:17:09,1,c1_s0_2-39-44.avi,[NONE],"[reduce, observe]",[NONE]
"you pull hard enough that knot's is going to go through, and you have a big hole there and it's super annoying for all involved, so don't do that",11:17:15,1,c1_s0_2-39-50.avi,[NONE],[don't pull],[NONE]
"yeah, just a nice, gentle tug would be sufficient",11:17:26,1,c1_s0_2-40-1.avi,[NONE],[pull gently],[NONE]
I know you have a little bit more finess in you,11:17:32,1,c1_s0_2-40-7.avi,[NONE],[NONE],[NONE]
make sure you travel here,11:18:05,1,c1_s0_2-40-40.avi,[NONE],[travel here],[NONE]
"yeah, that's fine",11:18:09,1,c1_s0_2-40-44.avi,[NONE],[NONE],[NONE]
"yeah, so I would not waste your time doing this, you see you had to let go of the needle... just throw and you cinch all at the end, it's just a little bit more efficient",11:18:21,1,c1_s0_2-40-56.avi,[needle],"[throw, cinch]",[NONE]
"does that make sense? you have to cinch anyway, and you do it just one spot's plenty",11:18:59,1,c1_s0_2-41-34.avi,[NONE],[cinch],[NONE]
"okay, that's plenty, that's plenty, don't strangulate",11:19:12,1,c1_s0_2-41-47.avi,[NONE],[dont strangulate],[NONE]
"so also next time, you see how you incorporated that last reconstruction stitch, just for good measure you want to exclude that from your thing",11:20:07,1,c1_s0_2-42-42.avi,[stitch],[exclude],[NONE]
you see that? you can see the tip of it,11:20:17,1,c1_s0_2-42-52.avi,[NONE],[NONE],[NONE]
that might've been actually the rocco stitch possibly too,11:20:19,1,c1_s0_2-42-54.avi,[stitch],[NONE],[NONE]
"that's plenty, alright",11:20:30,1,c1_s0_2-43-5.avi,[NONE],[NONE],[NONE]
might as well finish,11:21:01,1,c1_s0_2-43-36.avi,[NONE],[finish],[NONE]
"yeah, just U it back... just split the difference between your two and you should be okay",11:22:34,1,c1_s0_2-45-9.avi,[NONE],"[U it back, split the difference]",[NONE]
make sure the catheter goes in,11:23:16,1,c1_s0_2-45-51.avi,[catheter],[make sure],[NONE]
"okay, good job",11:24:34,1,c1_s0_2-47-9.avi,[NONE],[NONE],[NONE]
"if you can find any other sources of bleeding, go ahead and take care of it",14:03:34,2,c2_s0_0-3-48.avi,[NONE],"[find, take care]",[NONE]
"so if there's anything I want you to err on being on the adenoma or getting into the adenoma, if that makes any sense",14:04:38,2,c2_s0_0-4-52.avi,[NONE],[err],[adenoma]
"you almost want to feel like you're constantly going to get into it, okay?",14:04:47,2,c2_s0_0-5-1.avi,[NONE],[NONE],[NONE]
"because it's very easy to deviate from the surface of the adenoma and end up getting through the capsule, and you know that's just really annoying... and you don't want to be annoying",14:04:51,2,c2_s0_0-5-5.avi,[NONE],[NONE],"[adenoma, capsule]"
"so start marching up, start marching up",14:05:47,2,c2_s0_0-6-1.avi,[NONE],[start marching up],[NONE]
so you can open up... you're going to have to open up the thing,14:06:05,2,c2_s0_0-6-19.avi,[NONE],[open up],[NONE]
nice,14:06:15,2,c2_s0_0-6-29.avi,[NONE],[NONE],[NONE]
"so there's bleeding on the... right there that you're not looking at, you're not seeing",14:07:27,2,c2_s0_0-7-41.avi,[NONE],[NONE],[NONE]
"underneath this... just flip it over, yeah",14:07:35,2,c2_s0_0-7-49.avi,[NONE],[flip],[NONE]
"so be a little bit patient when you're looking for a bleeder, don't just buzz anything that's red, because you don't have enough exposure really to see where the actual source of bleeding is if you're just buzzing",14:08:12,2,c2_s0_0-8-26.avi,[NONE],"[be patient, don't buzz]",[NONE]
"so don't sweep, you do a lot of sweeping... the sweeping is just stretching and tearing muscle fiber, detrusor fibers I think",14:10:55,2,c2_s0_0-11-9.avi,[NONE],[don't sweep],"[muscle fiber, detrusor fibers]"
"I would do shorter sweeps, just so that... because the long sweeps are just ripping the detrusor fibers",14:11:04,2,c2_s0_0-11-18.avi,[NONE],[do shorter sweeps],[detrusor fibers]
"so less sweeping and more just... I would use a little more energy as you go, because the long sweeps you end up just tearing detrusor and also bleeding stuff",14:11:14,2,c2_s0_0-11-28.avi,[energy devices],"[use more energy, reduce sweeping]",[detrusor]
I would do buzz... like there... you see that?,14:11:27,2,c2_s0_0-11-41.avi,[NONE],[NONE],[NONE]
"buzz that, and then a smaller length sweep",14:11:30,2,c2_s0_0-11-44.avi,[electrocautery],"[buzz, sweep]",[NONE]
"you could still do the sweep, just shorter... and then that way it's a little more controlled, and then more hemostatic",14:11:34,2,c2_s0_0-11-48.avi,[NONE],[sweep shorter],[NONE]
"right there, I would've buzzed first and then swept",14:11:40,2,c2_s0_0-11-54.avi,[electrocautery],"[buzz first, sweep]",[NONE]
so the one thing I see missing also is your retraction needs to...,14:11:46,2,c2_s0_0-12-0.avi,[retractor],[NONE],[NONE]
"I wouldn't have let go either, you know the first thing you do is...",14:11:55,2,c2_s0_0-12-9.avi,[NONE],[NONE],[NONE]
oh okay,14:11:59,2,c2_s0_0-12-13.avi,[NONE],[NONE],[NONE]
"generally, retraction is you give it a gentle nudge one direction, and if you've exhausted then you have to regrab",14:12:02,2,c2_s0_0-12-16.avi,[retractor],"[give gentle nudge, regrab]",[NONE]
"make sure you take nice big bites, so that it doesn't tear",14:12:10,2,c2_s0_0-12-24.avi,[NONE],[take big bites],[NONE]
I would clean,14:12:22,2,c2_s0_0-12-36.avi,[NONE],[NONE],[NONE]
"try to get right on the capsule, I feel like there's... it just looks like a lot of fibers or detrusor fibers... so try to come down onto the capsule or it should be a little bit smoother",14:13:38,2,c2_s0_0-13-52.avi,[NONE],"[try to get, try to come down]","[capsule, fibers, detrusor fibers]"
"when it doubt, try to come from the lateral side where it's a little bit more clear",14:13:55,2,c2_s0_0-14-9.avi,[NONE],[come from the lateral side],[NONE]
there is good,14:14:05,2,c2_s0_0-14-19.avi,[NONE],[NONE],[NONE]
"so I would do the opposite of what you do, I would burn first, and then do a gentle sweep... burn and then sweep",14:14:26,2,c2_s0_0-14-40.avi,[NONE],"[burn, sweep]",[NONE]
you're doing the opposite,14:14:34,2,c2_s0_0-14-48.avi,[NONE],[NONE],[NONE]
"stay there, stay there, stay there... just stay in one spot for a little bit of time",14:15:43,2,c2_s0_0-15-57.avi,[NONE],[stay],[NONE]
"and whenever it's not well-defined, come back to the lateral side where it's better-defined... especially towards the...",14:16:15,2,c2_s0_0-16-29.avi,[NONE],[come back],[NONE]
"buzz that, buzz that",14:16:25,2,c2_s0_0-16-39.avi,[NONE],"[buzz, buzz]",[NONE]
"especially towards the apex, you want to...",14:16:28,2,c2_s0_0-16-42.avi,[NONE],[NONE],[NONE]
"yeah, you keep doing the same thing... you sweep, make it bleed, and then you coagulate",14:16:32,2,c2_s0_0-16-46.avi,[coagulator],"[sweep, make it bleed, coagulate]",[NONE]
"coag first, and then sweep",14:16:37,2,c2_s0_0-16-51.avi,[energy device],"[coag, sweep]",[NONE]
